id,b_true,b_pred,n
823,2.525544355,2.30549126,91
824,2.815826248,2.622372563,186
825,7.532625809,7.376019535,68
826,-3.98413132,-3.892963461,100
827,-0.885959989,-0.79703455,46
828,-4.698855967,-4.661644899,94
829,-2.13120594,-2.251155238,45
830,0.532285361,0.439458419,78
831,-2.150441651,-2.252867721,52
832,-0.606585568,-0.788050078,73
833,1.047988711,0.913391412,98
834,-1.311100991,-1.331281862,185
835,1.52978991,1.662509098,241
836,-4.479032934,-4.366609511,178
837,2.513458725,2.469125418,70
838,0.773218427,0.895234628,102
839,-0.795582874,-0.823207269,178
840,-2.063755694,-2.169597916,178
841,-0.359626861,-0.472853377,61
842,-4.723584655,-4.717720231,181
843,0.22139643,0.108396414,175
844,0.29781262,0.103060084,60
845,11.86417003,11.51349914,77
846,-0.785011848,-0.607655292,70
847,1.204345065,1.025913044,63
848,-0.530399839,-0.610621331,157
849,4.6032471,4.544465842,98
850,-1.541377109,-1.630322927,75
851,2.306345041,2.355942523,133
852,-5.152125699,-5.204118809,92
853,1.863111028,1.87937425,75
854,2.631500541,2.405238942,62
855,-3.917098322,-3.56632308,44
856,-0.737303302,-1.022815005,26
857,-2.937780168,-3.080836775,177
858,3.216736381,3.051077277,94
859,-0.900145153,-1.05296236,64
860,1.897196094,1.921462244,78
861,-1.534285748,-1.547700615,133
862,-4.76888531,-4.785179412,64
863,-2.295314441,-2.47646771,46
864,-5.966797181,-5.903616051,93
865,3.666838446,3.608479923,108
866,-3.03758763,-2.937329321,55
867,-0.231618352,-0.388391405,53
868,-1.55321461,-1.640865367,133
869,3.812575432,3.836479205,42
870,-1.520527714,-1.522859962,68
871,-1.64719396,-1.754734992,70
872,2.552488145,2.477518599,115
873,2.274621047,2.243699761,127
874,-0.505922629,-0.519991262,22
875,-3.237698473,-3.187085225,74
876,3.707861016,3.704259966,61
877,3.034248528,2.984234178,128
878,4.772328827,4.506974997,78
879,-5.14585293,-5.23072587,40
880,-2.925740399,-2.993740414,86
881,-0.069500653,0.094850493,99
882,2.764481404,2.410000629,50
883,-5.01846627,-5.081240493,117
884,5.151566249,4.975323839,136
885,-2.37688739,-2.197767847,84
886,2.027647747,1.985562735,72
887,6.027915491,5.979709509,110
888,-1.219319903,-1.008061324,41
889,0.398008767,0.366348672,69
890,2.435979743,2.355458219,70
891,-3.198605335,-3.055255036,127
892,-0.226134332,-0.37942256,76
893,2.188392997,2.064486555,121
894,1.219118072,0.962541512,94
895,2.220158725,2.155529038,87
896,-0.168293778,-0.179544977,114
897,2.336734283,2.363796826,73
898,1.188993537,1.013095992,82
899,-4.401674137,-4.493272522,98
900,0.271891428,-0.341681398,19
901,3.294705279,3.163259545,118
902,-4.280921808,-4.08231083,44
903,-2.367988049,-2.187844052,97
904,-2.53112223,-2.699933201,84
905,-3.946717711,-3.707318862,139
906,-1.703300754,-1.717445224,167
907,-4.449274256,-4.417381492,118
908,0.209009058,0.136774531,132
909,-0.105016506,0.081300657,100
910,-1.410598771,-1.523510922,70
911,3.583998985,3.563557353,89
912,-0.896117901,-0.850202008,71
913,2.920720252,2.860840731,118
914,3.987536899,3.875444663,149
915,3.174951575,3.442767784,74
916,-2.663049973,-2.849131832,112
917,-1.214288609,-1.195059873,71
918,-1.220857692,-1.23209505,105
919,0.454504246,0.437561252,139
920,-1.323507649,-1.288101277,127
921,5.183358311,5.163166805,95
922,2.188935564,2.010218799,119
923,-3.408521862,-3.248708743,53
924,-3.311901133,-3.22870976,156
925,0.898573848,0.701463588,74
926,5.782566079,5.714952816,84
927,4.356047455,4.375158177,143
928,1.416211821,1.322225241,52
929,5.817355243,5.83360969,55
930,5.968593679,5.870534881,217
931,-3.716016787,-3.703141037,122
932,2.344213846,2.358169469,52
933,0.565886711,0.461670454,215
934,-1.683100447,-1.735343375,23
935,1.122566217,1.32340526,23
936,-0.074492767,-0.043447443,115
937,-0.822610705,-0.945018547,136
938,2.587759101,2.185400557,46
939,1.363474067,1.323991802,71
940,1.42683242,1.483809471,73
941,4.406445961,4.627511404,57
942,-0.833013229,-0.807792762,44
943,-6.725300044,-6.683101989,97
944,-8.152762808,-8.093317692,127
945,1.00898028,1.052749792,114
946,0.11917698,-0.280737284,61
947,-1.854670475,-1.938473909,115
948,0.85280426,0.895234664,87
949,2.227339424,2.346808679,51
950,1.611114155,1.533595285,184
951,-6.842209337,-6.646542595,140
952,-4.865209626,-4.606091414,83
953,-2.684489682,-2.730734556,34
954,2.724405416,2.69728599,63
955,-0.561374365,-0.93262384,20
956,6.84773748,6.563864278,103
957,4.758488685,4.642502209,117
958,4.629421436,4.731321811,122
959,-4.242921423,-4.197646084,119
960,-1.938661162,-1.856505255,11
961,-6.712434999,-6.233765557,46
962,3.197904057,2.933472815,106
963,3.314201407,3.29785087,95
964,0.289669587,0.17631507,183
965,-2.144149652,-2.316698666,138
966,-3.541006473,-3.399434955,102
967,-2.602408021,-2.551579084,134
968,0.530460072,0.418228126,140
969,-4.518126373,-4.460655599,122
970,-2.96449711,-2.935937272,71
971,0.971187807,0.737518087,117
972,1.253826849,1.36681767,84
973,-0.702945157,-0.65746341,71
974,5.691780729,5.499008816,143
975,0.763650523,0.666854008,102
976,3.984155608,3.754060418,47
977,-0.418841194,-0.372303444,100
978,5.26667363,5.136189423,70
979,-1.922600723,-2.324707845,19
980,-1.253788746,-1.006676775,67
981,0.240628235,0.093751972,40
982,4.090261129,3.804934342,42
983,-1.095198431,-0.909906443,104
984,4.573448548,4.237077744,42
985,2.859334204,2.770869359,74
986,-4.623769833,-4.700647662,82
987,-1.274376524,-1.453214109,127
988,3.766856589,3.873632613,62
989,-4.147554895,-4.215791621,28
990,0.651674981,0.565318635,175
991,-3.064744609,-3.120074078,89
992,0.10749592,-0.074107092,47
993,-0.752169145,-0.957798563,68
994,-2.724476311,-2.806748535,57
995,-0.293859986,-0.325789203,123
996,0.792134725,0.750923369,161
997,4.840573131,4.923231828,161
998,0.107146175,0.334681461,86
999,-0.166076626,-0.186653685,127
